surf_hab,qualite_materiau,surface_sous_sol,qualite_globale,n_garage_voitures,n_toilettes,n_cheminees,n_pieces,n_cuisines,n_chambres_coucher,annee_vente,prix,type_toit,type_batiment,qualite_cuisine,surface_jardin
1647,6,806,4,1,1,0,6,1,4,2010,128000,2 pans,individuelle,mediocre,361.1924626978448
2504,9,1122,5,3,1,1,11,1,4,2008,325000,4 pans,individuelle,excellente,197.78754648221462
1535,7,1517,5,2,0,0,7,1,3,2010,214000,2 pans,individuelle,bonne,0.0
2132,8,1496,8,2,1,1,5,1,1,2009,316600,2 pans,individuelle,bonne,214.7208078974144
943,5,943,5,2,0,2,4,1,2,2006,135960,2 pans,duplex,moyenne,0.0
1728,5,1728,5,2,0,0,10,2,6,2008,142600,2 pans,duplex,moyenne,1.84183791895517
864,6,864,6,1,0,0,4,1,2,2006,120000,2 pans,individuelle,bonne,167.64373122752826
1692,7,846,5,2,1,0,6,1,3,2009,224500,2 pans,individuelle,bonne,434.4927373764162
1430,7,384,5,2,1,1,8,1,3,2007,170000,2 pans,individuelle,moyenne,379.4899471191136
1109,5,372,7,1,0,0,5,1,3,2007,139000,mansarde,individuelle,moyenne,82.94055811834892
1216,5,832,5,1,0,0,6,1,2,2008,118500,2 pans,individuelle,moyenne,0.0
1477,7,861,7,1,0,1,6,1,3,2009,145000,2 pans,individuelle,moyenne,23.561455810856593
1320,5,1164,6,2,0,2,6,1,3,2006,164500,2 pans,individuelle,moyenne,77.08651938869669
1392,7,689,5,2,0,0,5,1,2,2008,146000,2 pans,bout de rangée,bonne,0.0
1795,5,1050,5,1,0,0,7,1,4,2008,131500,2 pans,individuelle,moyenne,114.37540432069291
1429,6,1144,6,2,0,2,7,1,3,2007,181900,2 pans,individuelle,bonne,33.84964074944141
2042,8,2042,5,3,1,1,8,1,3,2009,253293,4 pans,individuelle,excellente,360.2712086099198
816,6,816,5,0,0,0,5,1,3,2007,118500,2 pans,duplex,moyenne,63.27818661062848
2775,10,1237,9,2,1,1,9,1,3,2008,325000,2 pans,individuelle,bonne,628.6692857804396
1573,4,884,7,1,0,0,6,1,3,2009,133000,2 pans,individuelle,bonne,18.186625505849516
2028,8,1868,5,3,0,2,7,1,2,2006,369900,4 pans,individuelle,bonne,24.82205863003361
838,6,816,7,1,0,0,5,1,2,2008,130000,2 pans,individuelle,mediocre,0.0
860,5,840,6,2,0,0,4,1,2,2009,137000,4 pans,individuelle,moyenne,0.0
1473,5,1437,8,1,0,2,5,1,1,2009,143000,plat,individuelle,excellente,83.03358165442457
935,5,742,6,1,0,0,4,1,2,2008,79500,2 pans,individuelle,moyenne,0.0
1582,7,770,5,2,1,0,6,1,3,2008,185900,2 pans,individuelle,bonne,408.75662372193926
2296,10,1722,5,3,1,1,10,1,3,2009,451950,2 pans,individuelle,excellente,354.0342553234883
816,5,816,8,2,0,0,4,1,2,2008,138000,2 pans,individuelle,moyenne,47.89798257463919
848,6,848,5,2,0,0,4,1,1,2009,140000,2 pans,bout de rangée,bonne,33.36621052869483
924,5,924,6,1,0,0,5,1,3,2008,110000,4 pans,individuelle,moyenne,103.75399442578993
1826,8,1814,5,3,0,1,7,1,3,2006,319000,2 pans,individuelle,bonne,0.0
1368,6,684,7,1,0,0,7,1,3,2006,114504,2 pans,individuelle,moyenne,0.0
1402,7,1258,5,3,2,1,7,1,2,2007,194201,2 pans,bout de rangée,bonne,704.9236284217693
1647,5,1430,6,2,0,1,7,1,3,2006,217500,2 pans,individuelle,bonne,0.0
1556,6,716,6,2,1,1,6,1,3,2008,151000,2 pans,milieu de rangée,moyenne,439.3300493044852
1904,8,1058,5,2,1,1,8,1,3,2006,275000,2 pans,individuelle,excellente,476.89886166453516
1375,6,780,6,1,1,1,6,1,3,2007,141000,2 pans,individuelle,bonne,309.1834675822375
1915,8,908,5,2,1,1,8,1,3,2006,220000,2 pans,individuelle,bonne,488.16059201056595
1200,7,600,5,2,1,0,4,1,2,2010,151000,2 pans,bout de rangée,bonne,537.5637858804951
1494,7,1494,5,2,0,1,6,1,3,2008,221000,2 pans,individuelle,bonne,41.34349032237009
1986,7,768,6,2,1,3,7,1,3,2009,205000,2 pans,individuelle,moyenne,589.4795812558066
1040,5,1040,5,2,0,0,6,1,3,2009,152000,2 pans,individuelle,bonne,0.0
2008,5,896,8,1,0,0,8,1,3,2006,225000,2 pans,individuelle,excellente,0.0
3194,8,965,6,2,1,2,10,1,4,2007,359100,2 pans,individuelle,moyenne,223.5279751095722
1029,4,1029,5,1,0,0,5,1,3,2007,118500,2 pans,individuelle,moyenne,149.6044311489183
2153,9,1440,5,3,1,2,8,1,3,2009,313000,4 pans,individuelle,excellente,467.2365656354057
1032,6,1032,6,2,0,1,6,1,3,2007,148000,2 pans,individuelle,moyenne,0.0
1872,8,1299,5,2,1,1,7,1,3,2009,261500,2 pans,individuelle,excellente,429.796862631982
1120,5,1120,5,0,0,0,6,1,3,2007,147000,2 pans,individuelle,moyenne,0.0
630,4,630,6,0,0,0,3,1,1,2010,75500,2 pans,bout de rangée,moyenne,244.57519796168265
1054,6,936,7,2,0,0,6,1,3,2010,137500,2 pans,individuelle,bonne,12.92211819752275
1509,6,783,5,2,1,1,7,1,3,2006,183200,2 pans,individuelle,bonne,412.13947946048927
832,6,832,6,2,0,0,4,1,2,2008,105500,2 pans,individuelle,bonne,72.5766623898692
1828,9,1822,5,3,0,1,9,1,3,2007,314813,4 pans,individuelle,bonne,48.100923173671326
2262,8,1482,5,3,1,2,10,1,4,2008,305000,4 pans,individuelle,bonne,423.9884024279132
864,3,864,3,0,0,0,5,1,2,2008,67000,2 pans,individuelle,moyenne,0.0
2614,6,1522,7,2,1,1,9,1,4,2008,240000,2 pans,individuelle,moyenne,448.74683571359964
980,5,980,6,2,0,0,6,1,3,2009,135000,2 pans,individuelle,moyenne,188.20244964750336
1512,6,756,5,2,1,1,4,1,2,2007,168500,2 pans,bout de rangée,bonne,535.9420046154978
1790,6,732,5,2,2,1,8,1,4,2006,165150,2 pans,individuelle,moyenne,961.7186626639397
1116,6,1116,6,2,1,0,5,1,3,2010,160000,4 pans,individuelle,moyenne,350.87843235688143
1422,5,978,5,1,0,1,6,1,3,2007,139900,4 pans,individuelle,moyenne,0.0
1520,6,1156,6,1,0,2,7,1,3,2010,153000,2 pans,individuelle,moyenne,0.0
2080,5,1040,5,2,2,2,9,1,5,2007,135000,2 pans,individuelle,mediocre,808.3724912288694
1350,6,1248,5,2,1,0,6,1,3,2008,168500,2 pans,individuelle,moyenne,511.0191518470948
1750,5,636,6,1,0,0,8,1,3,2006,124000,2 pans,individuelle,excellente,0.0
1554,8,1554,5,2,0,1,6,1,2,2007,209500,2 pans,milieu de rangée,bonne,152.95503194606138
1411,7,1386,5,2,0,1,6,1,3,2009,82500,4 pans,individuelle,moyenne,0.0
1056,5,1056,7,1,0,0,6,1,3,2007,139400,2 pans,individuelle,moyenne,0.0
1056,6,1056,5,2,0,0,4,2,0,2010,144000,2 pans,duplex,moyenne,0.0
3395,6,1440,7,0,0,0,14,2,8,2007,200000,4 pans,individuelle reconvertie,mediocre,0.0
800,2,264,3,0,0,1,4,1,1,2009,60000,2 pans,individuelle,mediocre,82.31705839619146
1387,5,811,4,1,0,0,7,2,3,2009,93000,2 pans,individuelle reconvertie,bonne,7.331796718840389
796,5,796,7,0,0,0,4,1,2,2008,85000,2 pans,individuelle,moyenne,0.0
1567,8,1520,5,3,0,1,7,1,1,2006,264561,4 pans,bout de rangée,excellente,0.0
1518,8,1518,5,2,1,1,6,1,1,2008,274000,4 pans,bout de rangée,excellente,368.0215300709872
1929,7,1057,5,2,1,1,7,1,3,2007,226000,2 pans,individuelle,bonne,568.3021525289394
2704,8,1952,7,2,1,3,9,1,4,2009,345000,2 pans,individuelle,excellente,375.8408648636395
1620,5,780,5,2,1,0,7,1,4,2007,152000,mansarde,individuelle,moyenne,251.0857046881894
1766,9,1766,5,3,1,1,7,1,2,2009,370878,2 pans,individuelle,excellente,377.22569359140556
981,6,981,5,2,1,0,5,1,3,2007,143250,4 pans,individuelle,moyenne,374.127643025233
1048,5,0,5,2,0,0,7,1,3,2008,98300,4 pans,individuelle,moyenne,0.0
1094,6,1094,5,2,0,2,5,1,3,2008,155000,4 pans,individuelle,moyenne,0.0
1839,6,756,5,2,1,1,7,1,4,2010,155000,2 pans,individuelle,moyenne,378.9065469791322
630,4,630,6,0,0,0,3,1,1,2007,84500,2 pans,milieu de rangée,moyenne,69.62063648134183
1665,7,813,6,2,1,0,7,1,3,2008,205950,2 pans,individuelle,bonne,586.4956094945345
1510,4,755,5,1,0,1,7,1,4,2009,108000,2 pans,individuelle,moyenne,112.65650295477573
1716,7,880,5,2,1,1,7,1,2,2009,191000,2 pans,individuelle,bonne,374.9111309445169
1469,6,756,7,1,0,0,7,1,3,2008,135000,2 pans,individuelle,moyenne,0.0
2113,8,2109,6,3,1,1,7,1,2,2008,350000,4 pans,individuelle,bonne,658.9359803249861
1092,6,525,5,1,1,0,6,1,3,2010,88000,2 pans,milieu de rangée,moyenne,407.92184340144877
1053,5,1053,7,1,1,0,5,1,3,2008,145500,2 pans,individuelle,bonne,402.99292919129465
1502,7,776,6,1,1,1,6,1,3,2008,149000,2 pans,individuelle,moyenne,399.18749128899964
1458,6,912,5,1,0,1,6,1,3,2010,97500,2 pans,individuelle,moyenne,19.808476076785496
1486,5,1486,7,2,0,0,7,1,3,2009,167000,4 pans,individuelle,moyenne,0.0
1935,7,793,7,2,1,1,7,1,3,2007,197900,2 pans,individuelle,moyenne,344.0337993119764
2448,8,1629,7,3,1,1,8,1,4,2009,402000,4 pans,individuelle,bonne,347.1141058759608
1392,6,1392,3,2,0,2,5,1,2,2009,110000,4 pans,individuelle,moyenne,0.0
1181,4,1138,5,2,0,0,6,1,3,2008,137500,2 pans,individuelle,moyenne,0.0
2097,8,2077,5,3,1,1,8,1,1,2006,423000,2 pans,individuelle,excellente,329.9154217322835
1936,8,1406,5,2,1,1,7,1,3,2006,230500,2 pans,individuelle,bonne,411.84302276918964
2380,6,1021,5,2,1,1,7,1,3,2007,129000,plat,individuelle,moyenne,375.9022782579145
1679,6,1408,5,2,0,1,7,1,3,2008,193500,2 pans,individuelle,bonne,150.39929885826885
1437,5,1188,6,2,1,1,6,1,3,2006,168000,2 pans,individuelle,moyenne,136.10301916069875
1180,4,700,5,1,0,1,5,1,2,2006,137500,2 pans,individuelle,mediocre,109.15068519224617
1476,6,738,5,2,1,0,7,1,3,2009,173500,2 pans,individuelle,bonne,526.4085192497629
1369,6,672,6,1,0,0,6,1,3,2009,103600,mansarde,individuelle,moyenne,0.0
1208,6,1208,6,2,1,1,6,1,3,2006,165000,2 pans,individuelle,moyenne,366.9312405919651
1839,6,1477,7,2,0,2,7,1,3,2007,257500,4 pans,individuelle,bonne,0.0
1136,6,1136,6,1,0,1,5,1,3,2008,140000,2 pans,individuelle,moyenne,0.0
1441,6,855,6,2,1,1,7,1,3,2009,148500,2 pans,milieu de rangée,moyenne,324.01833124091246
1774,4,1095,2,3,0,0,8,2,4,2006,87000,2 pans,individuelle,moyenne,0.0
792,5,768,8,1,0,0,5,1,2,2009,109500,2 pans,individuelle,bonne,175.22704434236226
2046,8,2046,5,3,1,1,7,1,3,2009,372500,4 pans,individuelle,bonne,495.3678393147461
988,5,988,5,2,0,0,5,1,3,2007,128500,4 pans,individuelle,moyenne,127.15550949941587
923,6,923,5,1,0,1,5,1,2,2010,143000,2 pans,bout de rangée,moyenne,72.16720640432351
1520,5,793,5,1,0,0,6,1,3,2009,159434,2 pans,individuelle,moyenne,0.0
1291,6,1291,5,2,0,1,6,1,2,2008,173000,2 pans,individuelle,bonne,0.0
1668,9,1626,5,3,0,1,7,1,3,2007,285000,4 pans,individuelle,bonne,48.93745612279181
1839,7,1195,5,2,1,0,7,1,4,2010,221000,2 pans,individuelle,moyenne,279.78721911080544
2090,7,1190,5,2,0,1,6,1,3,2007,207500,2 pans,bout de rangée,bonne,71.2998430172388
1761,7,874,6,2,0,0,7,1,3,2007,227875,2 pans,individuelle,bonne,0.0
1102,7,551,5,2,1,0,4,1,2,2007,148800,2 pans,bout de rangée,bonne,363.91791924504025
1419,8,1419,6,2,0,1,7,1,2,2007,392000,2 pans,individuelle,bonne,71.09599682034914
1362,6,1362,5,2,0,1,6,1,2,2007,194700,2 pans,bout de rangée,bonne,44.42633114860398
848,6,848,5,2,0,1,3,1,1,2008,141000,2 pans,bout de rangée,bonne,0.0
4316,10,2444,6,3,1,2,10,1,4,2007,755000,2 pans,individuelle,excellente,517.3329803364248
2519,7,1210,5,2,1,2,9,1,4,2006,335000,4 pans,individuelle,bonne,293.09366724001023
1073,5,1073,6,1,0,0,4,1,2,2006,108480,2 pans,individuelle,moyenne,61.59356069442637
1539,5,927,6,2,1,0,5,1,3,2009,141500,2 pans,individuelle,moyenne,461.1101257968383
1137,6,1112,6,2,0,1,5,1,2,2006,176000,2 pans,individuelle,bonne,0.0
616,5,616,7,1,0,0,4,1,2,2006,89000,2 pans,individuelle,moyenne,32.6133022242118
1148,5,980,7,1,0,0,6,1,2,2006,123500,2 pans,individuelle,moyenne,0.0
894,5,894,8,1,0,1,5,1,3,2010,138500,2 pans,individuelle,moyenne,92.4027019206901
1391,7,1391,5,2,0,0,5,1,2,2008,196000,2 pans,bout de rangée,bonne,0.0
1800,8,1800,5,3,0,1,7,1,3,2006,312500,4 pans,individuelle,bonne,0.0
1164,7,1164,5,2,1,0,6,1,3,2006,140000,4 pans,individuelle,moyenne,506.1009225836889
2576,8,1234,5,3,1,1,10,1,4,2006,361919,4 pans,individuelle,excellente,330.76563094572407
1812,5,360,9,2,0,1,8,2,4,2010,140000,2 pans,individuelle reconvertie,bonne,0.0
1484,7,1473,5,2,0,0,7,1,3,2010,213000,2 pans,individuelle,bonne,0.0
1092,4,0,5,0,0,0,7,2,3,2010,55000,4 pans,individuelle reconvertie,mediocre,60.60099513456396
1824,7,1643,5,2,0,2,5,1,2,2007,302000,2 pans,individuelle,bonne,0.0
1324,8,1324,5,2,0,1,6,1,2,2009,254000,4 pans,bout de rangée,bonne,175.47941819843646
1456,7,728,5,2,1,1,8,1,3,2007,179540,4 pans,individuelle,bonne,193.2070592116278
904,5,876,7,1,0,0,6,1,3,2008,109900,2 pans,individuelle,moyenne,169.64563682900382
729,3,270,6,0,0,0,5,1,2,2008,52000,2 pans,individuelle,moyenne,21.10174672026184
1178,4,859,7,1,0,0,7,1,2,2010,102776,2 pans,individuelle,moyenne,0.0
1228,8,1228,5,2,0,1,5,1,2,2008,189000,2 pans,bout de rangée,bonne,0.0
960,4,960,5,2,0,0,6,1,3,2006,129000,2 pans,individuelle reconvertie,moyenne,39.91361143520709
1479,6,725,8,2,1,0,6,1,3,2010,130500,2 pans,individuelle,bonne,398.23652975751514
1350,6,1064,5,2,0,1,7,1,3,2009,165000,4 pans,individuelle,moyenne,110.33018820165215
2554,7,718,8,2,1,0,8,1,3,2007,159500,2 pans,individuelle,moyenne,412.82276486620395
1178,5,1176,6,2,1,1,5,1,3,2008,157000,2 pans,individuelle,bonne,416.63017614618775
2418,7,1311,5,3,1,1,9,1,3,2008,341000,4 pans,individuelle,bonne,365.2387787786144
971,5,971,6,1,1,1,5,1,3,2006,128500,2 pans,individuelle,moyenne,395.50543762789323
1742,8,1742,5,2,0,1,5,1,2,2006,275000,2 pans,individuelle,bonne,30.78017688920592
848,6,848,5,2,0,0,3,1,1,2010,143000,2 pans,bout de rangée,bonne,0.0
864,4,864,7,2,0,0,5,1,3,2009,124500,2 pans,individuelle,moyenne,0.0
1470,4,941,6,1,0,0,7,1,4,2008,135000,2 pans,individuelle,moyenne,74.3264094022715
1698,9,1698,5,3,0,1,8,1,3,2009,320000,4 pans,individuelle,excellente,17.086543812794186
864,4,864,6,2,0,0,5,1,3,2009,120500,2 pans,individuelle,bonne,0.0
1680,6,880,9,2,0,1,5,1,3,2009,222000,4 pans,individuelle,bonne,1.843393306539316
1232,7,1232,5,2,0,0,6,1,2,2009,194500,2 pans,individuelle,bonne,34.75817053616711
1776,5,1584,5,3,0,0,9,2,4,2009,110000,2 pans,duplex,moyenne,0.0
1208,4,780,5,2,0,0,5,1,2,2009,103000,2 pans,individuelle,moyenne,0.0
1616,8,1595,5,2,0,1,5,1,2,2010,236500,2 pans,bout de rangée,bonne,19.584525509768156
1146,7,868,5,2,0,1,6,1,3,2007,187500,2 pans,individuelle,bonne,0.0
2031,7,1153,5,2,1,1,8,1,3,2008,222500,2 pans,individuelle,bonne,442.4252755714472
1144,5,864,6,1,0,1,6,1,3,2009,131400,4 pans,individuelle,moyenne,0.0
948,5,948,5,1,0,0,6,1,3,2007,108000,2 pans,individuelle,moyenne,102.91556373256437
1768,7,880,7,2,1,2,6,1,2,2006,163000,2 pans,individuelle,moyenne,448.4597482413043
1040,3,0,4,2,0,0,6,2,2,2006,93500,2 pans,duplex,moyenne,25.602973431387564
1801,8,893,5,3,1,1,8,1,3,2006,239900,2 pans,individuelle,bonne,499.4690983945514
1200,5,1200,5,0,0,0,5,1,3,2009,179000,2 pans,duplex,moyenne,166.54744444625766
1728,7,864,5,2,1,0,7,1,3,2009,190000,2 pans,individuelle,bonne,503.23700650181297
1432,5,264,7,2,0,0,7,1,2,2007,132000,2 pans,individuelle,moyenne,0.0
912,6,912,8,1,0,0,5,1,3,2008,142000,4 pans,individuelle,bonne,0.0
1349,7,1349,5,2,0,0,6,1,3,2007,179000,2 pans,individuelle,moyenne,0.0
1464,5,520,6,2,0,1,6,1,3,2009,175000,2 pans,individuelle,moyenne,2.6091050210833786
1337,8,1337,5,2,0,1,5,1,2,2008,180000,2 pans,bout de rangée,bonne,51.7659020469123
2715,8,1142,9,2,1,2,11,1,4,2008,299800,4 pans,individuelle,bonne,329.02561868465347
2256,7,952,5,2,1,1,8,1,4,2009,236000,2 pans,individuelle,bonne,420.47667644770786
2640,7,1240,7,4,1,1,8,1,4,2009,265979,mansarde,individuelle,bonne,326.26170676466774
1720,7,1720,5,2,0,1,7,1,3,2010,260400,4 pans,individuelle,bonne,0.0
1529,4,0,3,1,0,0,9,1,4,2009,98000,2 pans,individuelle,moyenne,0.0
1140,4,576,7,0,0,0,7,1,3,2010,96500,2 pans,individuelle,moyenne,0.0
1320,7,660,5,2,1,0,6,1,3,2007,162000,2 pans,individuelle,bonne,266.23153943836667
1494,6,1479,5,2,0,0,6,1,3,2006,217000,2 pans,individuelle,bonne,0.0
2098,8,1030,5,3,1,1,8,1,3,2006,275500,2 pans,individuelle,excellente,506.56417966078385
1026,6,1026,8,2,0,0,5,1,3,2009,156000,2 pans,individuelle,bonne,0.0
1471,6,729,5,2,1,0,6,1,3,2009,172500,2 pans,bout de rangée,moyenne,665.0382064837391
1768,8,866,5,2,1,0,7,1,3,2009,212000,2 pans,individuelle,bonne,451.1317900880889
1386,6,672,5,2,1,1,6,1,3,2010,158900,4 pans,individuelle,moyenne,420.48361236948733
1501,7,744,5,2,1,0,6,1,3,2008,179400,2 pans,milieu de rangée,moyenne,315.7642219818786
2531,8,1318,5,3,1,1,9,1,4,2007,290000,2 pans,individuelle,bonne,471.4309879408992
864,6,864,6,1,0,0,5,1,2,2009,127500,4 pans,individuelle,moyenne,0.0
1301,5,1145,5,2,0,0,5,1,2,2009,100000,2 pans,individuelle,mediocre,12.200981464536143
1547,7,756,5,2,1,0,7,1,3,2010,215200,2 pans,individuelle,bonne,658.0084538268794
2365,8,1252,5,3,1,1,8,1,3,2009,337000,2 pans,individuelle,bonne,392.194010027535
1494,8,1494,5,2,1,1,6,1,2,2006,270000,4 pans,bout de rangée,excellente,516.1273326285675
1506,9,1498,5,2,0,1,6,1,2,2008,264132,2 pans,individuelle,excellente,0.0
1714,7,980,5,2,1,1,7,1,3,2010,196500,2 pans,individuelle,moyenne,398.5011509503038
1750,6,983,7,1,0,0,7,1,4,2008,160000,2 pans,individuelle,moyenne,177.080063563551
1836,7,1860,5,2,0,1,8,1,3,2006,216837,4 pans,individuelle,bonne,0.0
3279,8,1650,5,3,1,1,12,1,4,2010,538000,4 pans,individuelle,excellente,583.2448557996928
858,5,858,5,2,0,0,5,1,2,2009,134900,4 pans,individuelle,moyenne,70.77519354554754
1220,4,836,5,2,0,0,6,1,2,2006,102000,2 pans,individuelle,moyenne,0.0
1117,6,1029,5,2,0,1,6,1,3,2010,107000,2 pans,individuelle,moyenne,63.240773905552096
912,5,912,5,1,0,0,5,1,2,2007,114500,2 pans,individuelle,moyenne,97.25544496267298
1973,8,1935,5,3,0,1,9,1,3,2007,395000,4 pans,individuelle,bonne,62.18099622171964
1204,6,1204,5,2,0,0,5,1,2,2009,162000,4 pans,bout de rangée,moyenne,0.0
1614,7,1614,5,3,0,0,7,1,3,2006,221500,2 pans,individuelle,bonne,0.0
894,5,864,5,2,0,1,5,1,3,2006,142500,4 pans,individuelle,moyenne,0.0
2020,5,0,5,2,0,2,10,2,4,2007,144000,2 pans,duplex,moyenne,0.0
1004,6,975,5,2,0,0,4,1,2,2006,135000,2 pans,duplex,moyenne,62.0672097550678
1253,7,1237,5,2,0,1,6,1,3,2007,176000,2 pans,individuelle,moyenne,17.770100093325382
1603,6,761,5,2,1,0,7,1,3,2006,175900,2 pans,individuelle,bonne,267.66556412898984
1430,7,1413,5,2,0,0,6,1,3,2009,187100,2 pans,individuelle,bonne,38.01978510059632
1110,5,1097,6,2,0,1,4,1,1,2009,165500,2 pans,individuelle,bonne,61.058574528382316
1484,6,742,6,0,0,1,9,1,3,2008,128000,2 pans,individuelle,moyenne,55.97904479310398
1342,6,1372,5,2,0,1,7,1,3,2009,161500,2 pans,individuelle,moyenne,108.07807255546219
1652,5,686,6,1,0,0,7,1,4,2010,139000,2 pans,individuelle,moyenne,83.3922154548904
2084,7,956,5,2,1,0,8,1,4,2010,233000,2 pans,individuelle,bonne,447.9180079228437
901,4,901,7,1,0,0,4,1,2,2008,107900,2 pans,individuelle,moyenne,0.0
2087,6,832,8,2,1,0,9,1,5,2007,187500,2 pans,individuelle,bonne,235.3039066484009
1145,7,1145,5,2,0,1,5,1,2,2009,160200,2 pans,bout de rangée,bonne,42.96182191325858
1062,6,1029,5,2,0,2,5,1,3,2007,146800,2 pans,individuelle,moyenne,20.768768716311115
2013,7,1117,5,2,1,1,8,1,3,2007,269790,2 pans,individuelle,moyenne,428.55788371953736
1496,8,1496,5,2,0,0,7,1,3,2007,225000,2 pans,individuelle,bonne,0.0
1895,7,712,5,2,1,1,7,1,3,2008,194500,2 pans,individuelle,bonne,293.49434595917376
1564,6,650,6,2,1,1,7,1,3,2010,171000,2 pans,individuelle,moyenne,507.3152853332903
1285,6,660,5,2,1,1,7,1,3,2007,143500,2 pans,individuelle,moyenne,397.4444846143345
773,5,773,5,1,0,0,4,1,2,2008,110000,2 pans,individuelle,moyenne,68.15006973726244
3140,9,1926,5,3,1,2,11,1,4,2009,485000,4 pans,individuelle,excellente,404.6318376130461
1768,5,731,7,1,1,2,7,1,3,2007,175000,2 pans,individuelle,bonne,404.3756139495746
1688,6,616,5,2,1,0,8,1,4,2008,200000,2 pans,individuelle,bonne,495.4283805975997
1196,4,1196,7,2,0,0,5,1,2,2007,109900,2 pans,individuelle,moyenne,0.0
1456,7,728,5,2,1,1,7,1,3,2008,189000,2 pans,individuelle,bonne,411.21207769409835
2822,9,1734,5,3,1,1,12,1,4,2009,582933,4 pans,individuelle,excellente,355.57247112949574
1128,5,936,5,1,0,0,5,1,2,2006,118000,2 pans,individuelle,moyenne,0.0
1428,7,1417,5,2,0,0,6,1,3,2008,227680,2 pans,individuelle,excellente,0.0
980,5,980,5,1,0,0,6,1,3,2006,135500,2 pans,individuelle,moyenne,22.213377163371284
1576,5,1324,6,2,1,1,6,1,3,2009,223500,2 pans,individuelle,bonne,353.92513783365223
1086,5,1024,5,2,0,1,6,1,3,2006,159950,2 pans,individuelle,moyenne,125.57561255735207
2138,5,849,5,2,0,0,11,3,2,2009,106000,4 pans,individuelle,moyenne,0.0
1309,6,1040,6,2,1,1,5,1,3,2006,181000,4 pans,individuelle,bonne,382.51283558386405
848,6,848,5,2,0,1,4,1,1,2008,144500,2 pans,bout de rangée,bonne,0.0
1044,5,540,5,2,0,0,4,1,2,2010,55993,4 pans,individuelle,mediocre,144.6977884353733
1442,6,1442,6,1,1,0,7,1,4,2007,157900,2 pans,individuelle,moyenne,421.0554776511575
1250,5,686,7,1,1,0,7,1,3,2006,116000,2 pans,individuelle,mediocre,504.3844539468634
1661,7,1649,5,2,0,0,6,1,3,2010,224900,2 pans,individuelle,bonne,0.0
1008,5,1008,6,1,0,1,4,1,2,2006,137000,2 pans,individuelle,moyenne,26.705026586925882
1689,8,1568,5,3,0,2,7,1,3,2008,271000,4 pans,individuelle,bonne,88.96307956234371
1052,6,1010,7,2,0,0,6,1,3,2010,155000,2 pans,individuelle,moyenne,8.228398927542418
1358,7,1358,5,2,0,1,6,1,2,2010,224000,2 pans,bout de rangée,bonne,106.54803750653512
1640,7,798,5,2,1,0,6,1,3,2008,183000,2 pans,individuelle,bonne,349.87115498996275
936,4,936,4,2,0,0,4,1,2,2009,93000,2 pans,individuelle reconvertie,moyenne,140.93474401855798
1733,7,847,5,2,1,1,7,1,3,2007,225000,2 pans,individuelle,bonne,631.2898123619251
1489,6,778,7,1,0,1,7,1,3,2009,139500,2 pans,individuelle,moyenne,0.0
1489,8,1489,5,2,0,1,7,1,3,2006,232600,2 pans,individuelle,bonne,0.0
2084,10,2078,5,3,0,1,7,1,2,2008,385000,4 pans,individuelle,excellente,145.3384477117701
784,5,784,6,0,0,0,5,1,2,2008,109500,2 pans,individuelle,bonne,157.95721457307124
1434,7,1454,5,2,0,1,6,1,3,2009,189000,2 pans,individuelle,bonne,0.0
2126,5,1013,5,2,1,0,7,1,3,2009,185000,plat,individuelle,moyenne,359.7813182904142
1223,7,600,5,2,1,0,4,1,2,2006,147400,2 pans,milieu de rangée,bonne,373.02153911394925
1392,6,1392,5,2,1,2,6,1,3,2008,166000,2 pans,individuelle,moyenne,267.15494889657225
1200,7,600,5,2,1,0,4,1,2,2006,151000,2 pans,bout de rangée,bonne,309.33480535158014
1829,7,941,6,2,1,1,7,1,3,2010,237000,2 pans,individuelle,bonne,301.5859233247932
1516,6,1516,6,2,1,0,6,1,3,2009,167000,2 pans,individuelle,moyenne,325.02024348958713
1144,5,1144,6,2,0,0,6,1,3,2008,139950,2 pans,individuelle,moyenne,0.0
1067,4,1067,7,2,0,0,4,1,2,2010,128000,2 pans,individuelle,bonne,23.421473253652074
1559,5,1559,6,2,0,0,5,1,2,2007,153500,2 pans,individuelle,moyenne,155.0500492814077
987,6,483,5,1,1,0,5,1,2,2008,100000,2 pans,milieu de rangée,moyenne,301.76459592612093
1099,5,1099,6,1,1,0,6,1,3,2008,144000,2 pans,individuelle,bonne,500.0322398476584
1200,5,768,6,1,0,0,6,1,3,2008,130500,2 pans,individuelle,moyenne,0.0
1482,6,672,8,1,0,0,7,1,4,2008,140000,2 pans,individuelle,mediocre,0.0
1539,5,650,8,2,0,1,8,1,3,2008,157500,2 pans,individuelle,bonne,67.48194921666038
1165,6,1127,7,2,1,0,6,1,3,2008,174900,2 pans,individuelle,moyenne,289.32779784377016
1800,5,1800,4,0,0,0,10,2,6,2007,141000,2 pans,duplex,moyenne,38.24097461840506
1416,5,876,8,3,1,1,7,1,4,2008,153900,2 pans,individuelle,moyenne,418.2452208213056
1701,5,1390,5,2,0,2,6,1,3,2007,171000,2 pans,individuelle,moyenne,49.24512640081491
1775,7,740,5,2,1,1,7,1,3,2009,213000,2 pans,individuelle,bonne,430.7168643907818
864,5,864,6,1,0,1,5,1,3,2009,133500,2 pans,individuelle,moyenne,245.53001399108942
